SVM,KNN,RF,Review
yes,yes,yes,"good purchase overall. still checking battery life,but performance is a beast, i never have a phone that boot up in 5 second! that is insane!"
yes,yes,yes,Awesome screen resolution! Perfect details and color. But without external sd-card it's not totally perfect. Everything else is excellent!
yes,yes,yes,Was exactly what i was lookin for.
yes,yes,yes,"Be very careful purchasing this if you are using AT&T. The signal quality is severely degraded with this model. For example using a AT&T Note 5 I'd get full signal. Using this model, (in the same location) I'd 1 bar or no bars."
yes,yes,yes,Great phone. I don't have any issue. Great product from BREED
yes,yes,yes,Love this phone it dose more then you could possibly need your phone to do And it has premium apps that are free You got to buy it
yes,yes,yes,Got it on time and works great! I was a little skeptical but so happy once I got my phone delivered.
yes,yes,yes,"I purchased this phone because I didn't want a contract and it seemed like a nice upgrade. The phone works fine but coming from an S5 I fond myself questioning some of its missing features. I can live without waterproofing, but no IR blaster and no SD card was hard to swallow."
yes,yes,yes,"Works perfectly in Argentina. I'm using Personal and the LTE network got me 0 troubles. The box say ""FOR AMERICAS ONLY"" but I didn't need the USA sim to make it work."
yes,yes,yes,No comment just love it! Pretty brilliant colors in the display!
yes,yes,yes,Item was as stated...very pleased. Thankyou.
no,no,yes,Item had slight damage A small crack that eventually led to a bigger crack. I was desperate for a phone upon receiving my package so I didn't think the slight damage (appeared to be small corner screen crack) would lead to fatal damage.
yes,yes,yes,I love my new phone except I haven't figured out how to put the keyboard on swype but that is not the phone's fault. It has a lot of cool features
yes,yes,yes,network is not full I do not know why but the apparatus is as described
no,no,yes,Phone is being flaky after only a month. Called samsung warranty service and found out this is an INTERNATIONAL version so it has a different process to go through. I don't know what the real difference is except that they do not have as good of a warranty.
yes,yes,yes,I was always user apple and I think the note series is much better than iphone. This is true for all who love productivity.
no,no,no,this is not a usa phone even though it is said so in the product description.It got exposed when we try to install samsung pay. samsung pay doesnt work because not a USA phone. someone responded back after talking to samsung guys that this phone is a europe phone.
yes,yes,yes,"I wish I could be like some, and write a spectacular review with the details. I'm coming from having the S3; now I have the Note 5 I love it!! I'm a picture person, camera on here off the chain!!! of course I have to get use to using it, since the S3 didn't have it. but overall so far so good."
yes,yes,yes,This phone is amazing! Can't beat the price either
yes,no,yes,"Beautiful and powerful. The packaging and box were a little banged up, most likely from shipping. It seemed as if the phone box was opened previously, but the phone is still wonderful and great with at&t"
yes,yes,yes,The best phone hands down. Feature after feature. I hardly use my laptop anymore
no,no,no,Could not work for 4g. ..as one post on . Only the 3G work for..network. Been called to seller on review..Been whole month can not get a response. .what is the problems. .???? Need a help??
no,yes,yes,-Update: 2/23/16- The thumb sized unresponsive circle on the screen has resolved itself but there is no telling if the issue will pop up again so I am putting the rating at 3 stars for now. The device works well other than this issue with the screen/S Pen
yes,yes,yes,"Amazing phone and got it a day early!! Couldnt be happier with it. Fast transfer from straighttalk from my galaxy s4. Very nice upgrade.*this is an update from having the phone for a little more than a week, my service is only running 0.05 mbps best download and 0.03 upload with my ping at 63."
no,no,no,Does not work for sprint or Verizon so this isn't an actual unlocked phone. This is not a US model as well.
no,yes,yes,I absolutely love the phone but I don't like that every time I text it says messages stopped working n shuts down the messages.. N I don't get a lot of my messages because of this... Is my phones defected or something?
no,yes,yes,"BEWARE!! I purchased this phone in December and I've babied this phone to the point where I would leave it in a plastic box when not in use. All of a sudden about a week ago, Phone has been acting really strange."
yes,yes,yes,"When my LG g4 got broken I decided to upgrade to this one. I honestly tried to make me love this phone but ended returning it and purchasing LG g4 again as it was an ideal phone for me, though it doesn't have a stylus."
yes,yes,yes,"This is my first note. I had an s6 and let me tell you that it's been a great improvement. it comes with less bloatware. The pen works lovely, is a magnificent tool. It's a charm to hold in the hand. The fingerprint sensor works smoothly."
yes,yes,yes,"Its a great phone to have... but unfortunately most of the NOTE 5 devices I suppose(checked on web) has a drastic issue with WiFi connectivity, sometimes it connects to the router but no internet connectivity. It works with few but, mostly doesn't."
yes,yes,yes,very good phone. really fast
yes,yes,yes,This is literally the nicest phone I have ever owned! It was extremely easy to set up - I have cricket so I just had to go to a store and they gave me a new SIM chip (since my old one was too big) and got everything working within 10 minutes.
yes,yes,yes,Like new and works great!
yes,yes,yes,The purchased was responsible and gave excellent support
yes,yes,yes,Works great can't complain.
no,no,no,Had problems with receiving calls.The LCD stopped working and i had to get it replaced
yes,yes,yes,Phone looks and works brand new i love it
yes,yes,yes,No me llega el producto...???
yes,yes,yes,It a little unique computer in a pocket. I love it very much.
yes,yes,yes,"Great Phone. Gets updates much faster than US based phones. Unfortunately, Samsung Pay doesn't work on it, but no big loss. The Note 5 is to me the best Adroid phone in history. The ability to take notes, etc; is wonderful. Long live the s-pen!"
yes,yes,yes,"I'm still learning the features and functions but t's a great phone, I like the size, its easy to view and operatue and it takes great pictures. We Love Love Love our new Samsung Galaxy Note 5 phones."
yes,yes,yes,"So far so good. Size. I come from an iPhone 5 and the bigger size at least to me didn't mean a problem, just switched and done. It's big but fit my pockets. Typing. Good for 2 hands more accurate due to the bigger screen, for 1 hand typing I recommend swiping and solved. Camera. Awesome performance."
yes,yes,yes,"Just ""P.E.R.F.E.C.T."" for those who love this titanium silver model. : )"
no,no,yes,Does not have not have pre installed wifi calling feature for my T-Mobile service. Evidently you can only get the wifi calling feature if you buy the Note 5 directly from T-Mobile. So much for unlocked phones in the U.S.
yes,yes,yes,"Got here on time, packaged great. Works beautifully, love it so much."
yes,yes,yes,Good phone very fast still working well with mm upgrade
no,no,no,Doesn't work with Verizon
yes,no,no,"It's a complete oh phone! (if you are worry about the battery, you won't have any problem - the battery have lasted me all day long, close 15 to 20hours)"
